id,active,code,comment,description,enabled,godowndate,golivedate,name,openlmisaccessible,geographiczoneid,operatedbyid,typeid,extradata,location
97f7c9fb-4d2f-4501-a4bf-f9c365815c20,true,N028,,,true,,2010-09-01,"Namicova, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
e6673cec-c79c-4111-b67c-9b31a1735e27,true,N030,,,true,,2010-09-01,"Napacala, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
701ee94a-083e-46bb-83b7-d95c3a4c9884,true,N034,,,true,,2010-09-01,"Titimane, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
45870b0b-b77e-446b-beb8-a5061145444a,true,N052,,,true,,2010-09-01,"Etatara, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
0fcab1ac-1ddb-408a-8413-feb5ecfc5dc0,true,N076,,,true,,2010-09-01,"Mepica, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
b25bf57d-43ae-41be-8fa9-6335c6fbe161,true,N105,,,true,,2010-09-01,"Muetetere, Cuamba",true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(36.533773 -14.800088)
97546f93-ac93-435f-a437-cd629deb7d6d,true,N036,,,true,,2010-09-01,"Assumane, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
d473a46c-24f7-4ed0-84c9-dc8941acbf32,true,N156,,,true,,2010-09-01,"Ceramica, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,
65abb2fb-25ca-429b-add7-d092774e51b8,true,N040,,,true,,2010-09-01,"C.S C.Lichinga, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
5feb3242-10bb-41ea-ab94-4fb6b95185b8,true,N042,,,true,,2010-09-01,"Chiaula, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
f573c829-bf73-49e7-ac7d-c13567dcd6c2,true,N047,,,true,,2010-09-01,"Chiulugo, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
88f3adf2-a59a-49f5-9d90-6ee1367262dd,true,N058,,,true,,2010-09-01,"Lulimile, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
a2d3f399-6862-41ec-9a29-dd41ebd50ed9,true,N067,,,true,,2010-09-01,"Massenger, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
c2051128-f6bf-4d84-a33b-1b360a2d87f9,true,N080,,,true,,2010-09-01,"Mitava, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
63ab622b-9628-4084-8bc5-ced7cf03a01d,true,N085,,,true,,2010-09-01,"Namacula, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
f7453d96-601f-4e98-9081-43bd1362a828,true,N092,,,true,,2010-09-01,"Sambula, Lichinga Cidade",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.23962 -13.30037)
e9dbb5af-b6a2-45e8-83be-b94117fa0d71,true,N038,,,true,,2010-09-01,"Betazigone, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
a7ddecee-5699-450e-bd79-bd1b2d00bbfd,true,N041,,,true,,2010-09-01,"Chala, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.05 -13.65)
c0d4d66b-d8e9-47e9-92e6-588c88c97c7c,true,N045,,,true,,2010-09-01,"Chimbonila, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
0267919e-836e-492f-af36-c8c111baaeab,true,N048,,,true,,2010-09-01,"ChÕ_luÕŒ, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
3a41fcaa-4c41-4fa4-8b6b-3b209138ff90,true,N055,,,true,,2010-09-01,"Lione, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
2a536413-1a49-4ea6-a904-a7faca769c16,true,N061,,,true,,2010-09-01,"Machemba, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.783333 -13.233333)
5f9c60d8-753a-4d34-9769-d08f6703a8ee,true,N062,,,true,,2010-09-01,"Machomane, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.53521 -13.31173)
c5c3706f-2379-4209-aa3e-efd5bba8fad3,true,N064,,,true,,2010-09-01,"Malica, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
796ed125-dc1a-4e40-9b50-ed46843de019,true,N068,,,true,,2010-09-01,"Matama, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
52be842d-4d74-434e-b8bb-cb983462a4ee,true,N077,,,true,,2010-09-01,"Mepoda, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
8adb4ef8-b7ef-4583-91cd-f99c1e4214c7,true,N086,,,true,,2010-09-01,"Namuanica, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
7174e805-4fd7-4ffb-a0d3-dc97452dbe89,true,N113,,,true,,2010-09-01,"Majiga, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
c003b16f-a71c-45e8-84bd-e0bbbebd3aef,true,N115,,,true,,2010-09-01,"C.S LuiÕ_a, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
6c741c92-6020-47e4-bbd2-1a13d0028c6b,true,N119,,,true,,2010-09-01,"Nussa, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
2a12b307-cd31-4088-8b2d-b70640eabc3a,true,N121,,,true,,2010-09-01,"Colongo, Lichinga Distrito",true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(35.302723 -13.382379)
c62dea9b-6974-4101-ba39-b09914165967,true,D001,,,true,,2010-09-01,Depósito Distrital Cuamba,true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,5fc213c6-1bd7-46f0-9883-57c05250ca90,,POINT(36.53307241 -14.80085743)
2b6a845a-1bc0-4208-a1a5-c2a09171d707,true,D002,,,true,,2010-09-01,Depósito Distrital Lichinga,true,88b7eef3-b3f3-4f1a-9782-f5a88f78c56b,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,5fc213c6-1bd7-46f0-9883-57c05250ca90,,POINT(35.24379857 -13.3104749)
0898dcd6-53f2-41b6-ba7d-b2f5122ffb44,true,P001,,,true,,2010-09-01,Depósito Provincial Niassa,true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,caecea08-6b2f-4ba9-98b2-b87702ba57ba,,POINT(35.2450513 -13.30734402)
482591f1-33c8-4004-bc24-29931fc0c630,true,W001,,,true,,2010-09-01,Mozambique Central Warehouse,true,9b8cfb5a-217a-4261-a64f-16ca06ae79fa,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,e2faaa9e-4b2d-4212-bb60-fd62970b2113,,POINT(35.5296 -18.6657)
3c415f2c-12ad-48b5-9093-00ab86821202,true,NIA218,,,true,,2017-01-01,"C.S M'sawze, Mavago",true,28f460da-9088-43ca-a796-fb0e07478436,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.56762 36.5381133)
16f0c39a-e26c-43db-8ec0-80d7097c5b33,true,CD100,,,true,,2017-01-01,Intutupue,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.139974 40.0563593)
dfb86f06-0c63-44d4-98ed-c5f66942f301,true,CD101,,,true,,2017-01-01,Mariri,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.091574 39.5931238)
b3191ed4-546b-4ec7-b6ea-41857af06523,true,CD102,,,true,,2017-01-01,Mesa,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.032054 39.5522186)
f897d117-e797-464a-9cb9-4904e38d08cb,true,CD103,,,true,,2017-01-01,"Metoro, Ancuabe",true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.105011 39.8738984)
d5c5b1fd-0450-4849-ab9f-3b9b195d9fea,true,CD104,,,true,,2017-01-01,Minheuene,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.994004 39.4674599)
fefa1664-b20d-42aa-944e-8d695f80f89c,true,CD105,,,true,,2017-01-01,Nacuale,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.964364 39.694311)
6d418544-30a7-4472-b95e-221db1f074bb,true,CD106,,,true,,2017-01-01,Clinic Climed,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.860248 39.949054)
eea64a54-0b49-4b0e-b2f8-ee0e28f62516,true,CD107,,,true,,2017-01-01,Clinica AnaClin,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.860248 39.949054)
32f500ea-7fdb-4fe7-9d9b-9ca92a3241ca,true,CD108,,,true,,2017-01-01,Clinica Caridade,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.981613 40.557673)
6ce152b0-8347-4124-9bfd-043b18076677,true,CD109,,,true,,2017-01-01,Clinica Castelo,true,04ee5c8b-8af8-4116-ab8d-afb403db9574,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,5fc213c6-1bd7-46f0-9883-57c05250ca90,,POINT(-12.967405 39.857604)
ceb2d84e-f286-40a0-ab7c-fbef1ae7cba9,true,CD110,,,true,,2017-01-01,Clinica Cemedic,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.348061 38.5669599)
2fb66ef2-990d-419d-9bfb-213d6513ed7d,true,CD111,,,true,,2017-01-01,Clinica Corpo e Mente,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.377835 38.3701595)
e9096991-ba3b-4b52-a4a0-92844932c194,true,CD112,,,true,,2017-01-01,Clinica Espirito Santo,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.546885 38.4245908)
96ce6a6e-f7a0-4b34-ba67-0382a5524283,true,CD113,,,true,,2017-01-01,Clinica Girassol,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.22612 38.4804806)
21070201-0627-429b-a50a-267a27a21825,true,CD114,,,true,,2017-01-01,Clinica Lubemed,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.428444 38.5947191)
c9d1462d-f6ac-4eb8-bd40-b8a662332217,true,CD115,,,true,,2017-01-01,Clinica Multiperfil,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.327518 38.7325252)
aa8e962a-9978-40a7-8cbb-a5269447dc1a,true,CD116,,,true,,2017-01-01,Clinica Mutamba,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.461335 38.6905716)
8330d59d-aa99-4679-921d-77cf0acf0b0e,true,CD117,,,true,,2017-01-01,Clinica Rio da Huila,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.273412 38.6362962)
90004501-70a3-4e08-b11c-1de36e07806e,true,CD118,,,true,,2017-01-01,Clinica Sao Filipe,true,0a363f75-c654-4057-8640-9eda24a6cac3,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,5fc213c6-1bd7-46f0-9883-57c05250ca90,,POINT(-13.348071 38.5669671)
71dc9c20-d5a0-446f-83a4-06cb2fd2f6bb,true,CD119,,,true,,2017-01-01,Clinica da Chevron,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.397505 39.4316829)
77a4555a-a3e0-424d-91a2-19dd057cd88e,true,CD120,,,true,,2017-01-01,Clinica da Sonangol,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.3728 39.9677558)
86954be5-3368-47ed-b464-c044c4619e5e,true,CD121,,,true,,2017-01-01,Clinus - Cl??nica de senhoras,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.674523 39.4442605)
d000d16d-5d37-400f-a79e-0ba4859b1b9c,true,CD122,,,true,,2017-01-01,Cl??nica Caridade,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.329299 40.1008185)
10783adf-d188-4303-abaf-802f90d84f7c,true,CD123,,,true,,2017-01-01,Cl??nica Corpo e Mente,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.745607 39.3568287)
4b455b07-1bab-475e-9b58-5f5dd15ab8d6,true,CD124,,,true,,2017-01-01,Cl??nica Danfran,true,c02f73a4-2722-41fe-b171-4f6bdb20c185,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.646256 39.7932293)
5a4dc064-d0cc-436c-8a37-e627c37fcdfe,true,CD139,,,true,,2017-01-01,Cl??nica Global Diagnostic,true,9222b78a-9229-43ef-93a7-5330a71ea808,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.234576 40.5461148)
8cb1a806-c17b-4c4c-8956-694953dd785b,true,CD140,,,true,,2017-01-01,Cl??nica MEDCRISAL,true,9222b78a-9229-43ef-93a7-5330a71ea808,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-13.416408 40.5266935)
0ffd535b-eba7-4fa5-86d9-2b59748e0ee5,true,CD141,,,true,,2017-01-01,Cl??nica Margon,true,9222b78a-9229-43ef-93a7-5330a71ea808,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,5fc213c6-1bd7-46f0-9883-57c05250ca90,,POINT(-13.290672 40.5558571)
8ccf24ee-c988-4e66-b4f0-b1520db520c7,true,CD142,,,true,,2017-01-01,Cl??nica Morales,true,87de87be-2aaf-4ebd-ac2b-dd9d1796875c,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.396328 40.1074677)
bf27f50f-80a0-4c02-a3a6-3655d3f23be2,true,CD143,,,true,,2017-01-01,Cl??nica Sagrada Fam??lia,true,87de87be-2aaf-4ebd-ac2b-dd9d1796875c,9456c3e9-c4a6-4a28-9e08-47ceb16a4121,ac1d268b-ce10-455f-bf87-9c667da8f060,,POINT(-12.540109 39.6409316)
